restaurant_id,restaurant_name,city,opening_hours
415,"Biryani Delight",Pune,"8:00 AM - 11:00 PM"
416,"Royal Bar",Lucknow,"10:00 AM - 10:00 PM"
417,"Spice Bistro",Pune,"9:00 AM - 10:30 PM"
418,"Swaad Delight",Jaipur,"9:00 AM - 11:30 PM"
419,"Spice Table",Hyderabad,"8:00 AM - 11:30 PM"
420,"Spice Street",Kolkata,"11:30 AM - 11:00 PM"
421,"Spice Bistro",Kolkata,"10:00 AM - 10:30 PM"
422,"Curry Flavors",Chandigarh,"11:30 AM - 11:00 PM"
423,"Urban Point",Pune,"9:00 AM - 10:00 PM"
424,"Bombay Palace",Chandigarh,"8:00 AM - 12:00 AM"
425,"Masala Bistro",Jaipur,"9:00 AM - 10:30 PM"
426,"Biryani Corner",Chandigarh,"8:00 AM - 11:30 PM"
427,"Masala Grill",Kolkata,"8:00 AM - 10:00 PM"
428,"Spice Kitchen",Hyderabad,"8:00 AM - 10:00 PM"
429,"Spice Palace",Jaipur,"10:00 AM - 12:00 AM"
430,"Masala Bistro",Hyderabad,"10:00 AM - 10:00 PM"
431,"Curry Street",Mumbai,"8:00 AM - 11:30 PM"
432,"House of Street",Goa,"8:00 AM - 10:00 PM"
433,"Spice Delight",Pune,"10:00 AM - 10:00 PM"
434,"The Grill",Hyderabad,"9:00 AM - 10:00 PM"
435,"Tandoor Kitchen",Chennai,"10:00 AM - 12:00 AM"
436,"Urban Bistro",Bengaluru,"11:30 AM - 11:00 PM"
437,"Curry Point",Chennai,"9:00 AM - 10:30 PM"
438,"Zaika Flavors",Chandigarh,"11:30 AM - 11:00 PM"
439,"Taste of Bar",Delhi,"8:00 AM - 10:00 PM"
440,"Taste of Bistro",Chandigarh,"11:30 AM - 11:00 PM"
441,"Annapurna Grill",Jaipur,"9:00 AM - 11:00 PM"
442,"The Cafe",Mumbai,"9:00 AM - 10:30 PM"
443,"Zaika Corner",Kolkata,"10:00 AM - 10:00 PM"
444,"Biryani Grill",Mumbai,"8:00 AM - 12:00 AM"
445,"Masala Lounge",Jaipur,"11:30 AM - 11:00 PM"
446,"Taste of Cafe",Kolkata,"9:00 AM - 10:30 PM"
447,"The Lounge",Lucknow,"9:00 AM - 10:30 PM"
448,"House of Cafe",Ahmedabad,"11:30 AM - 11:00 PM"
449,"Tandoor Bar",Delhi,"11:30 AM - 10:00 PM"
450,"The Table",Hyderabad,"8:00 AM - 11:30 PM"
451,"Cafe Bistro",Bengaluru,"11:30 AM - 10:30 PM"
452,"Swaad Corner",Bengaluru,"9:00 AM - 11:30 PM"
453,"Bombay Bistro",Ahmedabad,"8:00 AM - 12:00 AM"
454,"The Bistro",Mumbai,"8:00 AM - 10:30 PM"
455,"Curry Delight",Bengaluru,"11:30 AM - 10:00 PM"
456,"Cafe Haven",Bengaluru,"9:00 AM - 11:30 PM"
457,"Annapurna Kitchen",Goa,"11:30 AM - 11:00 PM"
458,"The Canteen",Pune,"8:00 AM - 10:00 PM"
459,"Bombay Canteen",Jaipur,"10:00 AM - 12:00 AM"
460,"Urban Point",Ahmedabad,"10:00 AM - 11:00 PM"
461,"Masala Kitchen",Jaipur,"9:00 AM - 10:30 PM"
462,"Annapurna Canteen",Kolkata,"8:00 AM - 10:30 PM"
463,"Tandoor Cafe",Goa,"9:00 AM - 11:00 PM"
464,"Bombay Bistro",Goa,"8:00 AM - 11:30 PM"
465,"Taste of Corner",Chennai,"10:00 AM - 11:00 PM"
466,"Masala Delight",Lucknow,"10:00 AM - 11:00 PM"
467,"Cafe Grill",Ahmedabad,"11:30 AM - 12:00 AM"
468,"Curry Lounge",Chandigarh,"10:00 AM - 10:30 PM"
469,"Biryani Grill",Ahmedabad,"9:00 AM - 10:00 PM"
470,"Taste of Table",Mumbai,"10:00 AM - 10:00 PM"
471,"Taste of Bar",Hyderabad,"10:00 AM - 11:30 PM"
472,"Annapurna Haven",Ahmedabad,"9:00 AM - 11:00 PM"
473,"Annapurna Cafe",Mumbai,"8:00 AM - 12:00 AM"
474,"Spice Palace",Kolkata,"9:00 AM - 11:00 PM"
475,"Royal Canteen",Kolkata,"8:00 AM - 12:00 AM"
476,"The Kitchen",Kolkata,"10:00 AM - 10:30 PM"
477,"Tandoor Grill",Delhi,"9:00 AM - 11:00 PM"
478,"Taste of Point",Chandigarh,"10:00 AM - 11:00 PM"
479,"Curry Street",Ahmedabad,"10:00 AM - 10:30 PM"
480,"Masala Lounge",Ahmedabad,"10:00 AM - 10:30 PM"
481,"Swaad Delight",Pune,"10:00 AM - 10:00 PM"
482,"Curry Lounge",Chennai,"11:30 AM - 10:30 PM"
483,"The Lounge",Delhi,"9:00 AM - 10:30 PM"
484,"The Corner",Goa,"8:00 AM - 11:30 PM"
485,"Masala Canteen",Lucknow,"9:00 AM - 11:30 PM"
486,"Zaika Cafe",Goa,"11:30 AM - 10:00 PM"
487,"House of Lounge",Kolkata,"8:00 AM - 11:30 PM"
488,"Curry Kitchen",Ahmedabad,"10:00 AM - 11:00 PM"
489,"Bombay Haven",Chennai,"10:00 AM - 12:00 AM"
490,"Tandoor Kitchen",Kolkata,"8:00 AM - 12:00 AM"
491,"Royal Cafe",Mumbai,"9:00 AM - 10:30 PM"
492,"House of Cafe",Kolkata,"8:00 AM - 11:30 PM"
493,"Spice Flavors",Kolkata,"8:00 AM - 11:00 PM"
494,"The Bar",Jaipur,"8:00 AM - 11:00 PM"
495,"Taste of Table",Ahmedabad,"10:00 AM - 12:00 AM"
496,"Biryani Haven",Kolkata,"10:00 AM - 10:30 PM"
497,"Annapurna Flavors",Chennai,"8:00 AM - 11:30 PM"
498,"Bombay Flavors",Lucknow,"11:30 AM - 12:00 AM"
499,"Annapurna Street",Delhi,"10:00 AM - 10:00 PM"
500,"Royal Bar",Pune,"11:30 AM - 11:30 PM"
501,"Annapurna Flavors",Pune,"8:00 AM - 11:00 PM"
502,"Swaad Cafe",Bengaluru,"8:00 AM - 11:00 PM"
503,"Spice Flavors",Chandigarh,"11:30 AM - 10:30 PM"
504,"Annapurna Canteen",Hyderabad,"10:00 AM - 11:30 PM"
505,"Cafe Bistro",Lucknow,"8:00 AM - 11:30 PM"
506,"Masala Point",Chennai,"11:30 AM - 12:00 AM"
507,"Taste of Delight",Goa,"9:00 AM - 11:00 PM"
508,"Taste of Palace",Pune,"9:00 AM - 11:00 PM"
509,"Cafe Palace",Goa,"10:00 AM - 12:00 AM"
510,"Biryani Cafe",Chennai,"9:00 AM - 11:00 PM"
511,"Cafe Palace",Ahmedabad,"8:00 AM - 11:30 PM"
512,"Annapurna Palace",Delhi,"8:00 AM - 10:00 PM"
513,"Cafe Delight",Lucknow,"9:00 AM - 11:30 PM"
514,"Taste of Table",Chennai,"11:30 AM - 10:00 PM"
515,"Royal Kitchen",Jaipur,"11:30 AM - 11:30 PM"
516,"Annapurna Street",Hyderabad,"10:00 AM - 12:00 AM"
517,"Royal Corner",Ahmedabad,"8:00 AM - 10:00 PM"
518,"Taste of Flavors",Lucknow,"8:00 AM - 11:00 PM"
519,"House of Flavors",Mumbai,"11:30 AM - 12:00 AM"
520,"Spice Kitchen",Bengaluru,"8:00 AM - 11:00 PM"
521,"Swaad Lounge",Jaipur,"10:00 AM - 10:00 PM"
522,"Masala Corner",Chandigarh,"10:00 AM - 11:00 PM"
523,"Tandoor Delight",Jaipur,"11:30 AM - 11:00 PM"
524,"Zaika Corner",Kolkata,"8:00 AM - 11:00 PM"
525,"Royal Cafe",Pune,"8:00 AM - 11:00 PM"
526,"Taste of Table",Ahmedabad,"8:00 AM - 10:30 PM"
527,"Urban Palace",Kolkata,"11:30 AM - 10:30 PM"
528,"Tandoor Kitchen",Mumbai,"11:30 AM - 11:30 PM"
529,"Taste of Street",Chennai,"10:00 AM - 10:00 PM"
530,"Taste of Cafe",Hyderabad,"9:00 AM - 12:00 AM"
531,"The Cafe",Chennai,"8:00 AM - 10:00 PM"
532,"Masala Table",Pune,"9:00 AM - 10:30 PM"
533,"Urban Kitchen",Goa,"9:00 AM - 11:00 PM"
534,"Royal Kitchen",Jaipur,"11:30 AM - 11:00 PM"
535,"Urban Delight",Hyderabad,"10:00 AM - 10:00 PM"
536,"Urban Delight",Bengaluru,"11:30 AM - 10:30 PM"
537,"Cafe Kitchen",Bengaluru,"9:00 AM - 11:30 PM"
538,"Tandoor Corner",Delhi,"10:00 AM - 10:00 PM"
539,"Cafe Grill",Delhi,"9:00 AM - 10:00 PM"
540,"Cafe Palace",Jaipur,"8:00 AM - 11:00 PM"
541,"Taste of Bar",Chandigarh,"10:00 AM - 12:00 AM"
542,"Masala Cafe",Ahmedabad,"9:00 AM - 10:30 PM"
543,"Royal Kitchen",Kolkata,"11:30 AM - 10:30 PM"
544,"Cafe Street",Bengaluru,"11:30 AM - 11:00 PM"
545,"The Palace",Bengaluru,"10:00 AM - 12:00 AM"
546,"House of Cafe",Lucknow,"8:00 AM - 11:30 PM"
547,"The Bistro",Mumbai,"10:00 AM - 10:30 PM"
548,"Taste of Point",Chandigarh,"8:00 AM - 10:00 PM"
549,"Spice Bistro",Pune,"11:30 AM - 12:00 AM"
550,"Biryani Canteen",Lucknow,"11:30 AM - 10:30 PM"
551,"Zaika Point",Delhi,"8:00 AM - 10:30 PM"
552,"Royal Corner",Ahmedabad,"11:30 AM - 12:00 AM"
553,"Annapurna Corner",Jaipur,"9:00 AM - 11:00 PM"
554,"Masala Point",Delhi,"10:00 AM - 10:00 PM"
555,"Cafe Point",Lucknow,"11:30 AM - 10:30 PM"
556,"Cafe Cafe",Chennai,"9:00 AM - 12:00 AM"
557,"Taste of Street",Chandigarh,"11:30 AM - 10:30 PM"
558,"Biryani Palace",Hyderabad,"9:00 AM - 10:00 PM"
559,"Taste of Table",Jaipur,"11:30 AM - 10:00 PM"
560,"Urban Bar",Chandigarh,"9:00 AM - 10:30 PM"
561,"Spice Corner",Chandigarh,"10:00 AM - 10:00 PM"
562,"Curry Bistro",Delhi,"8:00 AM - 12:00 AM"
563,"Swaad Lounge",Jaipur,"11:30 AM - 11:00 PM"
564,"Taste of Street",Kolkata,"11:30 AM - 11:00 PM"
565,"Zaika Grill",Pune,"8:00 AM - 12:00 AM"
566,"Annapurna Flavors",Kolkata,"8:00 AM - 12:00 AM"
567,"Bombay Corner",Bengaluru,"11:30 AM - 10:00 PM"
568,"Zaika Table",Mumbai,"10:00 AM - 10:30 PM"
569,"Curry Canteen",Mumbai,"8:00 AM - 11:00 PM"
570,"Masala Cafe",Bengaluru,"9:00 AM - 11:30 PM"
571,"Bombay Cafe",Kolkata,"9:00 AM - 11:00 PM"
572,"House of Flavors",Lucknow,"10:00 AM - 10:30 PM"
573,"Bombay Street",Kolkata,"9:00 AM - 11:30 PM"
574,"Cafe Corner",Pune,"9:00 AM - 10:00 PM"
575,"Curry Kitchen",Chandigarh,"10:00 AM - 10:30 PM"
576,"Curry Flavors",Chennai,"8:00 AM - 10:30 PM"
577,"Tandoor Point",Pune,"10:00 AM - 10:30 PM"
578,"Royal Flavors",Bengaluru,"10:00 AM - 10:30 PM"
579,"Spice Grill",Pune,"11:30 AM - 12:00 AM"
580,"Royal Point",Chandigarh,"9:00 AM - 10:30 PM"
581,"Tandoor Point",Chandigarh,"8:00 AM - 11:00 PM"
582,"Spice Palace",Chandigarh,"8:00 AM - 12:00 AM"
583,"Swaad Street",Chandigarh,"9:00 AM - 10:00 PM"
584,"Biryani Lounge",Hyderabad,"11:30 AM - 11:30 PM"
585,"Cafe Lounge",Mumbai,"11:30 AM - 10:30 PM"
586,"Urban Canteen",Kolkata,"8:00 AM - 11:30 PM"
587,"Royal Bistro",Hyderabad,"11:30 AM - 10:00 PM"
588,"Curry Cafe",Ahmedabad,"8:00 AM - 10:00 PM"
589,"Zaika Lounge",Chandigarh,"9:00 AM - 10:00 PM"
590,"Curry Corner",Delhi,"8:00 AM - 11:00 PM"
591,"Spice Haven",Goa,"9:00 AM - 12:00 AM"
592,"Zaika Corner",Kolkata,"8:00 AM - 12:00 AM"
593,"Cafe Street",Goa,"10:00 AM - 10:00 PM"
594,"Curry Cafe",Pune,"8:00 AM - 10:30 PM"
595,"Zaika Table",Lucknow,"10:00 AM - 11:00 PM"
596,"Cafe Lounge",Kolkata,"11:30 AM - 11:30 PM"
597,"Royal Point",Delhi,"11:30 AM - 12:00 AM"
598,"Annapurna Delight",Chandigarh,"10:00 AM - 11:00 PM"
599,"House of Point",Bengaluru,"11:30 AM - 10:30 PM"
600,"Spice Bistro",Mumbai,"10:00 AM - 10:00 PM"
601,"Tandoor Haven",Jaipur,"9:00 AM - 10:30 PM"
602,"Urban Delight",Jaipur,"11:30 AM - 10:00 PM"
603,"House of Table",Chennai,"9:00 AM - 11:00 PM"
604,"House of Canteen",Goa,"8:00 AM - 10:00 PM"
605,"Urban Haven",Mumbai,"9:00 AM - 12:00 AM"
606,"Urban Table",Delhi,"9:00 AM - 12:00 AM"
607,"Urban Street",Chennai,"9:00 AM - 11:00 PM"
608,"Bombay Canteen",Hyderabad,"8:00 AM - 11:00 PM"
609,"Taste of Corner",Pune,"11:30 AM - 12:00 AM"
610,"Royal Flavors",Hyderabad,"8:00 AM - 11:00 PM"
611,"Masala Canteen",Ahmedabad,"8:00 AM - 12:00 AM"
612,"Royal Canteen",Jaipur,"9:00 AM - 10:30 PM"
613,"Biryani Point",Goa,"11:30 AM - 11:30 PM"
614,"Bombay Point",Delhi,"9:00 AM - 10:30 PM"
615,"Swaad Grill",Delhi,"9:00 AM - 10:30 PM"
616,"Annapurna Point",Pune,"8:00 AM - 10:00 PM"
617,"Urban Grill",Mumbai,"10:00 AM - 11:30 PM"
618,"Curry Point",Mumbai,"9:00 AM - 10:00 PM"
619,"Zaika Bar",Delhi,"10:00 AM - 11:00 PM"
620,"Masala Haven",Goa,"8:00 AM - 12:00 AM"
621,"Spice Palace",Pune,"10:00 AM - 10:00 PM"
622,"Swaad Delight",Pune,"8:00 AM - 12:00 AM"
623,"Spice Flavors",Goa,"9:00 AM - 11:30 PM"
624,"Swaad Flavors",Ahmedabad,"10:00 AM - 10:00 PM"
625,"Zaika Delight",Ahmedabad,"10:00 AM - 11:30 PM"
626,"Royal Bar",Chennai,"9:00 AM - 12:00 AM"
627,"Swaad Canteen",Delhi,"9:00 AM - 12:00 AM"
628,"Tandoor Kitchen",Chandigarh,"10:00 AM - 11:00 PM"
629,"Swaad Grill",Lucknow,"8:00 AM - 10:00 PM"
630,"Royal Grill",Ahmedabad,"8:00 AM - 10:00 PM"
631,"Annapurna Bar",Chennai,"8:00 AM - 11:00 PM"
632,"Annapurna Table",Kolkata,"9:00 AM - 11:00 PM"
633,"Swaad Corner",Bengaluru,"9:00 AM - 10:00 PM"
634,"Masala Kitchen",Chennai,"10:00 AM - 11:00 PM"
635,"Biryani Flavors",Jaipur,"10:00 AM - 11:30 PM"
636,"Masala Corner",Chennai,"8:00 AM - 11:00 PM"
637,"Zaika Kitchen",Hyderabad,"8:00 AM - 11:30 PM"
638,"Taste of Canteen",Delhi,"9:00 AM - 10:00 PM"
639,"Spice Point",Kolkata,"11:30 AM - 10:00 PM"
640,"Tandoor Lounge",Kolkata,"8:00 AM - 10:30 PM"
641,"Annapurna Table",Kolkata,"9:00 AM - 11:00 PM"
642,"Cafe Delight",Mumbai,"8:00 AM - 10:00 PM"
643,"Annapurna Palace",Jaipur,"9:00 AM - 11:00 PM"
644,"Curry Table",Goa,"11:30 AM - 12:00 AM"
645,"Cafe Kitchen",Goa,"10:00 AM - 10:30 PM"
646,"Taste of Table",Goa,"10:00 AM - 11:00 PM"
647,"The Bistro",Pune,"11:30 AM - 10:00 PM"
648,"Cafe Flavors",Lucknow,"10:00 AM - 10:30 PM"
649,"Annapurna Palace",Pune,"9:00 AM - 11:00 PM"
650,"Annapurna Point",Lucknow,"10:00 AM - 10:30 PM"
651,"Cafe Palace",Mumbai,"11:30 AM - 10:00 PM"
652,"Tandoor Bistro",Chennai,"11:30 AM - 11:00 PM"
653,"Biryani Grill",Bengaluru,"10:00 AM - 12:00 AM"
654,"Masala Bar",Chennai,"8:00 AM - 10:30 PM"
655,"Swaad Kitchen",Ahmedabad,"10:00 AM - 12:00 AM"
656,"Swaad Lounge",Bengaluru,"8:00 AM - 11:30 PM"
657,"Annapurna Delight",Jaipur,"10:00 AM - 10:30 PM"
658,"Taste of Palace",Pune,"9:00 AM - 12:00 AM"
659,"Royal Haven",Kolkata,"9:00 AM - 12:00 AM"
660,"House of Table",Ahmedabad,"8:00 AM - 10:30 PM"
661,"Zaika Point",Pune,"10:00 AM - 12:00 AM"
662,"Cafe Canteen",Hyderabad,"10:00 AM - 12:00 AM"
663,"The Table",Lucknow,"9:00 AM - 10:00 PM"
664,"Urban Kitchen",Delhi,"9:00 AM - 11:00 PM"
665,"Zaika Point",Hyderabad,"9:00 AM - 10:00 PM"
666,"Annapurna Bistro",Goa,"10:00 AM - 11:30 PM"
667,"The Palace",Kolkata,"10:00 AM - 11:00 PM"
668,"Royal Haven",Hyderabad,"8:00 AM - 12:00 AM"
669,"Taste of Palace",Chandigarh,"9:00 AM - 11:30 PM"
670,"Bombay Bistro",Delhi,"8:00 AM - 10:00 PM"
671,"Biryani Bistro",Goa,"10:00 AM - 12:00 AM"
672,"Tandoor Kitchen",Jaipur,"11:30 AM - 10:00 PM"
673,"Zaika Grill",Jaipur,"8:00 AM - 11:30 PM"
674,"Cafe Grill",Kolkata,"10:00 AM - 11:30 PM"
675,"Urban Point",Pune,"10:00 AM - 10:00 PM"
676,"Swaad Kitchen",Delhi,"8:00 AM - 10:30 PM"
677,"Spice Lounge",Kolkata,"11:30 AM - 12:00 AM"
678,"House of Haven",Chandigarh,"10:00 AM - 10:30 PM"
679,"Tandoor Delight",Delhi,"8:00 AM - 10:00 PM"
680,"Swaad Lounge",Bengaluru,"8:00 AM - 12:00 AM"
681,"Taste of Grill",Lucknow,"8:00 AM - 12:00 AM"
682,"Urban Canteen",Delhi,"9:00 AM - 11:00 PM"
683,"Zaika Delight",Kolkata,"8:00 AM - 10:30 PM"
684,"House of Palace",Pune,"9:00 AM - 12:00 AM"
685,"Cafe Corner",Bengaluru,"9:00 AM - 10:30 PM"
686,"Curry Bar",Bengaluru,"10:00 AM - 12:00 AM"
687,"House of Kitchen",Hyderabad,"9:00 AM - 11:30 PM"
688,"The Lounge",Goa,"10:00 AM - 10:00 PM"
689,"Curry Delight",Chennai,"10:00 AM - 11:00 PM"
690,"Swaad Palace",Bengaluru,"8:00 AM - 11:30 PM"
691,"Zaika Flavors",Jaipur,"11:30 AM - 11:30 PM"
692,"Masala Kitchen",Goa,"11:30 AM - 10:30 PM"
693,"Swaad Delight",Bengaluru,"9:00 AM - 10:00 PM"
694,"Taste of Canteen",Hyderabad,"9:00 AM - 10:30 PM"
695,"Bombay Palace",Ahmedabad,"8:00 AM - 10:30 PM"
696,"The Corner",Chennai,"11:30 AM - 11:00 PM"
697,"Biryani Bar",Kolkata,"9:00 AM - 11:30 PM"
698,"Biryani Corner",Goa,"8:00 AM - 11:00 PM"
699,"House of Table",Chennai,"8:00 AM - 11:30 PM"
700,"Zaika Canteen",Kolkata,"11:30 AM - 10:00 PM"
701,"Cafe Table",Ahmedabad,"9:00 AM - 10:30 PM"
702,"Urban Flavors",Bengaluru,"9:00 AM - 12:00 AM"
703,"Biryani Palace",Chennai,"8:00 AM - 12:00 AM"
704,"Zaika Bistro",Goa,"11:30 AM - 11:30 PM"
705,"Zaika Cafe",Hyderabad,"10:00 AM - 10:00 PM"
706,"Spice Table",Goa,"9:00 AM - 10:00 PM"
707,"Curry Palace",Kolkata,"11:30 AM - 10:30 PM"
708,"Curry Bar",Jaipur,"10:00 AM - 11:00 PM"
709,"Urban Kitchen",Jaipur,"8:00 AM - 11:30 PM"
710,"House of Grill",Delhi,"9:00 AM - 10:30 PM"
711,"Spice Haven",Chennai,"9:00 AM - 11:30 PM"
712,"Masala Canteen",Goa,"8:00 AM - 11:30 PM"
713,"Bombay Table",Mumbai,"10:00 AM - 11:30 PM"
714,"Taste of Lounge",Delhi,"11:30 AM - 12:00 AM"
715,"Taste of Bar",Kolkata,"8:00 AM - 10:30 PM"
716,"Curry Flavors",Ahmedabad,"8:00 AM - 11:30 PM"
717,"Swaad Street",Delhi,"10:00 AM - 10:00 PM"
718,"Swaad Street",Pune,"10:00 AM - 12:00 AM"
719,"House of Flavors",Hyderabad,"10:00 AM - 11:30 PM"
720,"Urban Lounge",Jaipur,"11:30 AM - 10:30 PM"
721,"Spice Palace",Goa,"8:00 AM - 11:30 PM"
722,"Urban Flavors",Pune,"11:30 AM - 10:30 PM"
723,"Bombay Street",Pune,"8:00 AM - 11:00 PM"
724,"Royal Lounge",Ahmedabad,"10:00 AM - 10:30 PM"
725,"Cafe Flavors",Bengaluru,"9:00 AM - 10:00 PM"
726,"Annapurna Bar",Pune,"10:00 AM - 10:00 PM"
727,"Curry Bistro",Pune,"10:00 AM - 10:30 PM"
728,"The Flavors",Hyderabad,"8:00 AM - 11:00 PM"
729,"House of Haven",Kolkata,"11:30 AM - 11:00 PM"
730,"Bombay Cafe",Mumbai,"11:30 AM - 10:30 PM"
731,"Zaika Lounge",Ahmedabad,"8:00 AM - 11:00 PM"
732,"Cafe Grill",Chandigarh,"8:00 AM - 11:00 PM"
733,"Spice Bar",Kolkata,"10:00 AM - 10:00 PM"
734,"Bombay Bistro",Hyderabad,"8:00 AM - 10:00 PM"
735,"Urban Bar",Bengaluru,"9:00 AM - 11:00 PM"
736,"Annapurna Kitchen",Ahmedabad,"9:00 AM - 12:00 AM"
737,"Spice Point",Ahmedabad,"11:30 AM - 12:00 AM"
738,"Biryani Bistro",Goa,"8:00 AM - 10:30 PM"
739,"Zaika Kitchen",Chennai,"11:30 AM - 10:30 PM"
740,"Bombay Point",Delhi,"8:00 AM - 10:00 PM"
741,"House of Bar",Jaipur,"9:00 AM - 10:30 PM"
742,"Biryani Grill",Ahmedabad,"11:30 AM - 12:00 AM"
743,"Curry Canteen",Ahmedabad,"8:00 AM - 11:30 PM"
744,"Bombay Palace",Chennai,"8:00 AM - 12:00 AM"
745,"Curry Grill",Bengaluru,"9:00 AM - 10:30 PM"
746,"Curry Point",Kolkata,"9:00 AM - 11:00 PM"
747,"Tandoor Street",Goa,"11:30 AM - 11:30 PM"
748,"The Kitchen",Delhi,"10:00 AM - 10:00 PM"
749,"Masala Kitchen",Goa,"11:30 AM - 12:00 AM"
750,"Spice Delight",Delhi,"10:00 AM - 11:00 PM"
751,"Biryani Table",Jaipur,"10:00 AM - 11:00 PM"
752,"Spice Haven",Jaipur,"8:00 AM - 10:00 PM"
753,"Zaika Lounge",Hyderabad,"9:00 AM - 10:30 PM"
754,"Bombay Haven",Chandigarh,"10:00 AM - 12:00 AM"
755,"Royal Canteen",Mumbai,"11:30 AM - 11:00 PM"
756,"The Bistro",Bengaluru,"10:00 AM - 12:00 AM"
757,"Zaika Lounge",Chandigarh,"10:00 AM - 10:00 PM"
758,"Biryani Kitchen",Lucknow,"8:00 AM - 11:00 PM"
759,"Cafe Street",Pune,"10:00 AM - 12:00 AM"
760,"Biryani Corner",Kolkata,"10:00 AM - 10:00 PM"
761,"Swaad Haven",Pune,"9:00 AM - 11:00 PM"
762,"Zaika Cafe",Bengaluru,"10:00 AM - 12:00 AM"
763,"The Lounge",Mumbai,"8:00 AM - 12:00 AM"
764,"The Table",Delhi,"10:00 AM - 10:30 PM"
765,"Swaad Bistro",Bengaluru,"8:00 AM - 10:00 PM"
766,"Urban Canteen",Delhi,"10:00 AM - 10:00 PM"
767,"The Street",Ahmedabad,"10:00 AM - 10:00 PM"
768,"Biryani Cafe",Mumbai,"8:00 AM - 10:00 PM"
769,"House of Canteen",Chennai,"8:00 AM - 12:00 AM"
770,"The Corner",Mumbai,"10:00 AM - 11:30 PM"
771,"Masala Street",Mumbai,"10:00 AM - 12:00 AM"
772,"Bombay Lounge",Chennai,"10:00 AM - 11:30 PM"
773,"Zaika Flavors",Jaipur,"9:00 AM - 12:00 AM"
774,"Urban Street",Hyderabad,"9:00 AM - 11:30 PM"
775,"Curry Haven",Jaipur,"8:00 AM - 10:00 PM"
776,"Cafe Lounge",Kolkata,"11:30 AM - 11:30 PM"
777,"Curry Street",Bengaluru,"11:30 AM - 12:00 AM"
778,"Spice Kitchen",Ahmedabad,"9:00 AM - 11:00 PM"
779,"Curry Corner",Ahmedabad,"9:00 AM - 10:30 PM"
780,"Annapurna Point",Pune,"8:00 AM - 11:30 PM"
781,"Spice Kitchen",Jaipur,"9:00 AM - 10:30 PM"
782,"Zaika Flavors",Delhi,"9:00 AM - 11:30 PM"
783,"Masala Corner",Bengaluru,"9:00 AM - 12:00 AM"
784,"Royal Point",Delhi,"9:00 AM - 12:00 AM"
785,"Biryani Point",Hyderabad,"9:00 AM - 11:30 PM"
786,"Spice Street",Chennai,"11:30 AM - 10:00 PM"
787,"Zaika Street",Delhi,"8:00 AM - 10:30 PM"
788,"Zaika Lounge",Chandigarh,"11:30 AM - 11:00 PM"
789,"Zaika Cafe",Mumbai,"10:00 AM - 10:00 PM"
790,"Spice Kitchen",Hyderabad,"8:00 AM - 11:30 PM"
791,"Swaad Table",Mumbai,"9:00 AM - 10:00 PM"
792,"Taste of Delight",Kolkata,"8:00 AM - 11:30 PM"
793,"Swaad Point",Chandigarh,"10:00 AM - 11:00 PM"
794,"Zaika Palace",Jaipur,"8:00 AM - 11:30 PM"
795,"Curry Flavors",Lucknow,"11:30 AM - 11:00 PM"
796,"Taste of Canteen",Goa,"9:00 AM - 11:00 PM"
797,"Royal Cafe",Delhi,"8:00 AM - 11:00 PM"
798,"House of Canteen",Ahmedabad,"10:00 AM - 11:00 PM"
799,"Zaika Point",Pune,"9:00 AM - 10:00 PM"
800,"Bombay Flavors",Goa,"8:00 AM - 10:30 PM"
